payment_id,amount,failure_reason,baseline_recovered,baseline_action,baseline_timing,baseline_attempts,recoup_recovered,recoup_action,recoup_timing,recoup_probability,recoup_expected_recovery,recoup_attempts
PAY_018755,1733.75,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,0.4395488215032467,761.067769281254,1
PAY_013793,2888.15,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.6905056103151214,1994.0837784316177,1
PAY_007247,1114.19,UNKNOWN,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,0.49262455981710906,547.8773583026248,1
PAY_017085,2100.88,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,48,0.7741734859570661,1625.9455931774812,1
PAY_005703,4545.14,UNKNOWN,False,STOP,0,2,True,NUDGE,1,0.3337108650852422,1516.562601333538,1
PAY_009456,4162.34,UNKNOWN,True,SMART_RETRY,1,1,True,NUDGE,1,0.42189092677943435,1755.8534801711107,1
PAY_005852,769.49,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,0.32146752269236517,246.3660440365481,1
PAY_016318,752.0,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,48,0.3144489130606473,235.46558262160679,1
PAY_007777,4548.28,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,False,NUDGE,1,0.7181458865526297,3266.1285728895946,1
PAY_007537,3439.84,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,1,0.4379973356410776,1505.6407550316046,1
PAY_019726,620.05,UNKNOWN,False,STOP,0,2,False,SMART_RETRY,24,0.3875966908942436,239.82932818897572,1
PAY_019818,4333.1,UNKNOWN,False,STOP,0,2,False,SMART_RETRY,1,0.38777486320958915,1679.7672597734709,1
PAY_003127,1285.3,INSUFFICIENT_FUNDS,False,STOP,0,2,True,SMART_RETRY,1,0.752417851100388,966.5826640193286,1
PAY_003369,652.58,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.7893807122742121,514.6340652159054,1
PAY_019645,507.69,BANK_ERROR,True,SMART_RETRY,1,1,False,SMART_RETRY,24,0.8217097226872341,416.6738091110819,1
PAY_003913,5327.44,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,48,0.6891577084323716,3671.2463422109536,1
PAY_002987,2087.43,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7001886208821184,1461.3947328879603,1
PAY_008288,882.61,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,24,0.6425092806434202,566.0851161886891,1
PAY_015086,3883.38,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.7456212651618429,2895.0307087041974,1
PAY_000306,5140.5,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7430006013509068,3819.1945912443366,1
PAY_014453,1224.86,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,6,0.5136190236917195,628.1113973590395,1
PAY_016488,1264.62,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.6987887741107569,883.5022595159453,1
PAY_008345,2031.38,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,48,0.7864029658351472,1596.9832567382016,1
PAY_014810,4110.15,UNKNOWN,False,STOP,0,2,True,NUDGE,1,0.3456748479750777,1420.5754764047654,1
PAY_018551,1985.5,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,48,0.7251085857001175,1439.5030969075833,1
PAY_004488,4607.1,BANK_ERROR,True,SMART_RETRY,1,1,False,SMART_RETRY,24,0.8456408299056384,3895.451867458267,1
PAY_007862,4630.11,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,24,0.3849602469569662,1781.4082890379186,1
PAY_010178,1974.7,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6893817747325525,1360.3221905643713,1
PAY_006774,566.33,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,0.7153878805304222,404.9456183807941,1
PAY_001952,1241.17,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,24,0.7117953540315609,883.2590395633524,1
PAY_009588,3923.8,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,False,NUDGE,48,0.7399000510571133,2903.0198203379014,1
PAY_003825,5306.56,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7742687970540452,4108.5038276951145,1
PAY_017940,3019.81,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.682883215219031,2061.1775621505817,1
PAY_013810,563.27,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,24,0.6881732956092702,386.6273722178336,1
PAY_005969,2211.19,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6301251977781009,1392.326536074959,1
PAY_014641,2487.24,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,0.33313748345975136,827.5928743604319,1
PAY_002057,1454.8,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.7654142093857221,1113.3245918143484,1
PAY_002875,397.14,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,48,0.5632456921851865,222.68739419442497,1
PAY_015242,4963.53,UNKNOWN,False,STOP,0,2,False,NUDGE,12,0.41247364242974877,2047.1252984093308,1
PAY_016760,4061.56,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,0.7996827031370454,3247.759279753298,1
PAY_012511,776.9,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.634086981393509,491.6221758446172,1
PAY_000338,2250.94,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,1,0.4047522411814639,910.0730097650044,1
PAY_002038,4186.23,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,24,0.8062682401543587,3374.724294981381,1
PAY_017622,5120.34,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7420933904350445,3799.570470780176,1
PAY_012480,4141.28,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,24,0.3817159109995647,1579.7924679042771,1
PAY_008295,879.2,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,24,0.6948134884450369,610.6800190408765,1
PAY_017391,455.87,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.7770576956235312,354.0372917038992,1
PAY_003783,1880.48,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,0.38386520099487437,720.8508331668413,1
PAY_010827,4496.12,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.6618654966898059,2974.8266969769697,1
PAY_007271,609.93,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,48,0.6721077953138113,408.9387075957529,1
PAY_006622,5110.69,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,1,0.7804677313775349,3988.2286300738533,1
PAY_008627,1286.33,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,1,0.8134409408479306,1045.8534854409186,1
PAY_005712,4635.2,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.8135738150888178,3770.577347699688,1
PAY_007177,2873.62,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,12,0.3676158837357781,1055.3883558208065,1
PAY_008680,4983.03,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6674311702908028,3324.8295444941787,1
PAY_014278,1530.89,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,1,0.3567862965162851,545.2005734738157,1
PAY_015289,3251.03,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,1,0.35915123654232417,1166.6114445361923,1
PAY_019072,5356.73,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.7624957219464343,4084.283708622123,1
PAY_011415,2066.66,INSUFFICIENT_FUNDS,False,STOP,0,2,True,SMART_RETRY,1,0.7266691159592704,1501.2779951883856,1
PAY_002325,1487.0,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.7037053949968756,1045.409922360354,1
PAY_016682,4267.46,UNKNOWN,False,STOP,0,2,False,SMART_RETRY,1,0.36989227151937404,1578.0004730180679,1
PAY_001195,1922.51,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.6900615531848134,1325.6502366133357,1
PAY_016028,850.66,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6069739275432462,515.3284412039378,1
PAY_015672,4305.03,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,SMART_RETRY,1,0.711544333111088,3062.719700373227,1
PAY_006810,2282.73,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.8316697672494374,1897.9775277933084,1
PAY_015397,5082.58,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.7373637719514037,3746.7103600447654,1
PAY_003528,5172.25,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.7836083518200992,4052.0182977015083,1
PAY_010972,3650.47,BANK_ERROR,True,SMART_RETRY,1,1,False,SMART_RETRY,48,0.8032231379205887,2931.6419682849714,1
PAY_006558,1792.89,UNKNOWN,True,SMART_RETRY,1,1,False,PAYMENT_LINK,24,0.4330373314994435,775.3883012720373,1
PAY_001944,933.97,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,24,0.7999431476920269,746.6229016499224,1
PAY_016050,3547.86,UNKNOWN,False,STOP,0,2,False,SMART_RETRY,48,0.39071911201704895,1385.7167087608073,1
PAY_001948,1201.37,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,24,0.3632076201182965,435.3467385815178,1
PAY_005269,3338.61,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,0.7593522171058825,2534.980905551871,1
PAY_002276,1836.33,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,0.38042609683854534,697.5878544075259,1
PAY_013845,1798.8,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.7618342758861607,1369.3874954640257,1
PAY_001704,2277.91,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.8027581566525583,1828.1108326204292,1
PAY_004483,4254.17,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,False,NUDGE,48,0.6933041263243735,2949.2336150853603,1
PAY_014493,2554.9,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.7954861498366864,2031.8875642177502,1
PAY_013692,3488.18,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.7182273542221281,2505.106292450543,1
PAY_013007,4042.07,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.8488756475842376,3430.7147888308195,1
PAY_015768,897.97,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,48,0.7978867277329614,715.9783449023674,1
PAY_001528,3064.79,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,24,0.7745469137885701,2373.3236359100715,1
PAY_001710,2794.6,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,12,0.3115041700339175,869.5295535767858,1
PAY_008623,1876.97,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,0.4273503663413368,801.1238171116989,1
PAY_001762,4364.67,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,24,0.8250728461579436,3600.670699440192,1
PAY_014797,3851.16,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.8555852646880376,3294.495747955983,1
PAY_015674,5469.41,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,24,0.8200372861693149,4484.620133347313,1
PAY_001720,2620.91,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,48,0.8545313474145015,2239.149753752141,1
PAY_006070,1341.07,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,24,0.7075930643715675,948.731830836778,1
PAY_008216,1924.9,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6293109941994427,1210.3607327345073,1
PAY_005386,3192.78,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.8013746421502956,2558.112929964621,1
PAY_004441,1378.11,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,0.42416743862274464,583.5493888403905,1
PAY_013298,454.69,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,24,0.6774329338842258,307.0219807078186,1
PAY_017861,3095.63,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,48,0.7033669941624484,2177.1639681391002,1
PAY_015116,1071.43,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,6,0.5272339452124919,563.8942659190202,1
PAY_011502,900.9,BANK_ERROR,True,SMART_RETRY,25,2,True,SMART_RETRY,1,0.8447376329050631,760.5241334841713,1
PAY_007866,4405.65,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,24,0.4389990684450947,1933.0762458951313,1
PAY_012400,2481.13,UNKNOWN,True,SMART_RETRY,25,2,False,SMART_RETRY,1,0.3233435337336102,801.7573418524723,1
PAY_007263,747.44,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,24,0.7861737760674243,587.1177271838357,1
PAY_010684,4112.48,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.6045040310897886,2485.0107377761333,1
PAY_000107,5094.22,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,1,0.8303307563927558,4229.387545831105,1
PAY_010403,1331.72,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7281286319914225,969.4634617956171,1
PAY_004671,3828.77,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,48,0.6308708480366428,2414.459376837257,1
PAY_001731,4471.6,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.8176169526643828,3655.5559655340544,1
PAY_010916,3308.69,UNKNOWN,False,STOP,0,2,False,SMART_RETRY,1,0.40178536102765583,1328.8832061785945,1
PAY_005980,2196.88,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,0.7813384793078538,1716.306878421838,1
PAY_013168,3475.5,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.6576285811462819,2284.5881337739024,1
PAY_013284,365.05,INSUFFICIENT_FUNDS,False,STOP,0,2,False,SMART_RETRY,1,0.7248843551180175,264.1190338358323,1
PAY_011079,1247.53,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,24,0.32816616543242105,408.3971363619082,1
PAY_004689,2858.43,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.8193488462630626,2341.551322623726,1
PAY_006584,3024.68,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,24,0.8236937763790408,2490.9100915381573,1
PAY_002666,2944.17,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,48,0.7219222749091715,2125.2619041193357,1
PAY_000487,5116.97,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.6763599743325382,3459.9136978603683,1
PAY_014703,452.01,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,24,0.6967862651765989,314.7543597224745,1
PAY_017603,1206.54,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.7764643400204494,936.6352848082729,1
PAY_001539,4108.94,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,48,0.39721774810495075,1631.1438938983563,1
PAY_002829,549.23,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.6286469939741313,344.27178850041213,1
PAY_014973,1083.08,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,0.7184988114323585,777.9916926861588,1
PAY_012016,5375.82,UNKNOWN,False,STOP,0,2,False,SMART_RETRY,1,0.4193707109620587,2253.961455404054,1
PAY_002121,795.2,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.824808932659399,655.3880632507542,1
PAY_006914,2971.36,MANDATE_FAILURE,True,SMART_RETRY,1,1,True,PAYMENT_LINK,1,0.669955586389499,1989.679231174302,1
PAY_012628,2256.52,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.7902636408000615,1782.7457107381547,1
PAY_018361,5020.24,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.7035140949215878,3531.609599889152,1
PAY_005180,4622.13,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.8130611278139659,3757.8742307027665,1
PAY_019930,1472.73,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,0.7877828148275876,1159.9913848810331,1
PAY_004039,4553.82,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,24,0.7282712926663258,3315.916377969768,1
PAY_012159,530.22,INSUFFICIENT_FUNDS,False,STOP,0,2,False,SMART_RETRY,1,0.5948730689046333,314.9135985946147,1
PAY_019616,1639.3,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7493670773678207,1228.2374499290684,1
PAY_018257,4995.02,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6346984006333419,3169.331205131556,1
PAY_005418,2403.35,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,48,0.8494867781440746,2041.1140482525616,1
PAY_006841,2172.51,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,False,NUDGE,48,0.7740279597060025,1681.3834827408875,1
PAY_003189,3023.5,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.7348247511216469,2221.5426350162998,1
PAY_009354,866.21,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.7227674530849232,625.8683955366913,1
PAY_010960,1386.59,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7506301581566988,1040.616270998497,1
PAY_001760,4132.52,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6713491003004843,2773.3635839737576,1
PAY_002835,701.87,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7231462398661437,507.3546513748503,1
PAY_017454,478.07,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.8119274716250037,387.6581663597655,1
PAY_017627,4535.95,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7602247864264853,3448.141619991216,1
PAY_018164,1422.57,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,24,0.7262260423884931,1032.9073811205985,1
PAY_001635,1522.87,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7334177746986805,1116.6999265553795,1
PAY_012737,1639.96,MANDATE_FAILURE,True,SMART_RETRY,1,1,True,PAYMENT_LINK,48,0.662599072164384,1085.635974386703,1
PAY_011242,395.49,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,24,0.5914568679757476,232.91527671572842,1
PAY_011509,921.45,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.5773377817313904,530.9878989763897,1
PAY_009777,3962.49,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,48,0.7039386812424326,2788.349985036327,1
PAY_011728,4129.26,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.6692749509648792,2762.6102840212375,1
PAY_017804,1748.2,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,0.8169038561217906,1427.9113212721143,1
PAY_002781,1661.86,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,24,0.7236566964823103,1202.4161176160922,1
PAY_002704,924.23,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,24,0.6151926434831961,567.5794968864743,1
PAY_005399,3622.3,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.7798737820394638,2824.43680068155,1
PAY_011104,4413.37,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.7316441579117624,3228.816377203035,1
PAY_012905,3810.45,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.7935703940089621,3023.3603078514498,1
PAY_006747,5438.97,MANDATE_FAILURE,True,SMART_RETRY,1,1,False,PAYMENT_LINK,24,0.6254266119487067,3400.6765795906576,1
PAY_012894,3511.7,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,0.7626670506941775,2678.057881922743,1
PAY_015579,2049.36,INSUFFICIENT_FUNDS,False,STOP,0,2,True,SMART_RETRY,1,0.816143044908385,1672.0709105134479,1
PAY_015436,505.27,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.7538651866110021,380.705462838941,1
PAY_003816,721.04,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,24,0.8302798220229757,598.1649628714464,1
PAY_018634,3994.81,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.674308905540387,2692.7359589417933,1
PAY_005991,1943.59,UNKNOWN,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,0.32907014696613784,638.5774469419158,1
PAY_013282,410.3,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,24,0.7330428884128328,300.2674971157853,1
PAY_018050,2126.14,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6482000668602946,1377.1640901543467,1
PAY_007656,760.84,MANDATE_FAILURE,True,SMART_RETRY,1,1,True,PAYMENT_LINK,1,0.6996822040497673,531.346208129225,1
PAY_006606,4824.59,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7229586131212113,3487.7788952784654,1
PAY_014036,2777.66,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.8094566399742821,2247.895330590964,1
PAY_018461,832.42,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,0.78991587330976,657.3417712605103,1
PAY_009120,986.98,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,0.7654725947636443,755.3061415798215,1
PAY_000971,861.24,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.7065171443246346,608.2808253781483,1
PAY_001939,3058.08,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.8432171159676414,2578.125397998325,1
PAY_006383,3545.56,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,0.7776859176759848,2757.132082275265,1
PAY_001736,3595.93,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.7110922899633327,2556.038098247847,1
PAY_016977,2558.79,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,0.32883135727940815,840.4103886929768,1
PAY_002006,2405.63,UNKNOWN,False,STOP,0,2,False,NUDGE,48,0.34729335032177305,835.2593023345669,1
PAY_000294,4802.39,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.8523180504784726,4092.6636824373127,1
PAY_019796,3020.38,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.8594329945667224,2595.314228129437,1
PAY_015898,4247.71,BANK_ERROR,True,SMART_RETRY,1,1,False,SMART_RETRY,24,0.7696471051137038,3268.737704862531,1
PAY_006413,4073.72,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,48,0.365811929934752,1489.2153752137976,1
PAY_015069,822.38,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.8118994135566859,667.1898397207474,1
PAY_015893,3696.68,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,48,0.27908096484334005,1030.6730211170782,1
PAY_000635,4802.12,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.8038684625784562,3860.072821517256,1
PAY_009305,1743.59,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,0.45966739642049814,800.4714757248163,1
PAY_001808,541.68,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,0.7777817122878855,420.8087979121018,1
PAY_006258,3488.46,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.7463167549878708,2603.296147104988,1
PAY_006830,3149.75,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.6584479493753459,2072.946428544996,1
PAY_003541,5224.09,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.6827513505655238,3565.7545029758476,1
PAY_012258,4936.51,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,24,0.6296453525593343,3107.2505793626797,1
PAY_014180,5387.97,UNKNOWN,False,STOP,0,2,True,NUDGE,1,0.3871147094756529,2085.562441213534,1
PAY_011881,2166.61,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,0.676533871395111,1464.7850511033616,1
PAY_010254,2539.5,UNKNOWN,False,STOP,0,2,False,NUDGE,1,0.28178122576116865,715.3834228204878,1
PAY_019825,2935.42,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,48,0.6855052357803207,2012.045779214269,1
PAY_018103,2259.54,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,0.3716913072495441,838.8513763826348,1
PAY_010878,4540.45,MANDATE_FAILURE,True,SMART_RETRY,1,1,True,PAYMENT_LINK,1,0.6249846706668036,2836.7116479290885,1
PAY_008568,3272.21,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.7044696145349686,2304.1725173774694,1
PAY_005665,621.36,UNKNOWN,False,STOP,0,2,False,SMART_RETRY,1,0.4027720448864003,249.7664378106137,1
PAY_014677,1186.65,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,24,0.6907001191400187,819.4192963775032,1
PAY_005901,4278.53,UNKNOWN,False,STOP,0,2,True,SMART_RETRY,48,0.4077595328475596,1744.1113940742691,1
PAY_011505,759.89,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.580639957103948,440.222497003719,1
PAY_016363,5011.5,UNKNOWN,False,STOP,0,2,False,SMART_RETRY,48,0.3926166351517162,1967.0982670628257,1
PAY_014424,1766.13,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.63294432559029,1116.861961754779,1
PAY_007261,756.53,INSUFFICIENT_FUNDS,False,STOP,0,2,False,SMART_RETRY,1,0.6412813312552264,484.64856553451637,1
PAY_004678,4374.6,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,0.8079463940318277,3533.9422953316334,1
PAY_014947,1880.64,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7673280390270327,1442.867803315799,1
PAY_012952,4319.28,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,0.7934269028403523,3426.832952900277,1
PAY_017809,1909.96,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,0.683417932879167,1304.3009150818937,1
PAY_003721,1454.85,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,0.47673795585803447,692.5822150800614,1
PAY_003656,2749.7,UNKNOWN,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,0.33770725764861886,927.5936463564072,1
PAY_014524,1137.06,UNKNOWN,False,STOP,0,2,True,SMART_RETRY,24,0.2993731674980995,339.905253835389,1
PAY_001962,3479.17,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,0.7604792560344389,2645.636613217339,1
