payment_id,amount,failure_reason,baseline_recovered,baseline_attempts,recoup_recovered,recoup_attempts,first_action,first_timing,first_probability,second_action,second_timing,second_probability,final_outcome
PAY_017099,1980.72,UNKNOWN,False,2,True,1,PAYMENT_LINK,48,0.4175296706241982,,0,0.0,RECOVERED
PAY_002652,3659.87,BANK_ERROR,True,1,True,1,SMART_RETRY,24,0.8098157358854964,,0,0.0,RECOVERED
PAY_001548,3462.07,BANK_ERROR,False,2,True,1,SMART_RETRY,1,0.8293275325069926,,0,0.0,RECOVERED
PAY_006935,3110.13,BANK_ERROR,False,2,True,1,SMART_RETRY,24,0.829014577047432,,0,0.0,RECOVERED
PAY_018755,1733.75,UNKNOWN,False,2,False,2,PAYMENT_LINK,1,0.37683178489726726,PAYMENT_LINK,24,0.31378666565534247,NOT_RECOVERED
PAY_013793,2888.15,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7429678557391941,,0,0.0,RECOVERED
PAY_007247,1114.19,UNKNOWN,True,1,False,2,NUDGE,1,0.3976311270998768,PAYMENT_LINK,24,0.2792662464835083,NOT_RECOVERED
PAY_017085,2100.88,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8294858593269833,,0,0.0,RECOVERED
PAY_005703,4545.14,UNKNOWN,False,2,False,1,PAYMENT_LINK,48,0.3503403152535187,,0,0.0,STOP
PAY_009456,4162.34,UNKNOWN,True,1,True,1,SMART_RETRY,1,0.33806385333616285,,0,0.0,RECOVERED
PAY_005852,769.49,UNKNOWN,False,2,False,2,PAYMENT_LINK,1,0.40080718149886424,PAYMENT_LINK,24,0.3118207262918095,NOT_RECOVERED
PAY_016318,752.0,UNKNOWN,False,2,True,2,PAYMENT_LINK,1,0.37991331138346346,PAYMENT_LINK,48,0.2845180045145156,RECOVERED
PAY_007777,4548.28,INSUFFICIENT_FUNDS,True,1,True,2,NUDGE,1,0.731201765041272,NUDGE,48,0.7166138268121389,RECOVERED
PAY_007537,3439.84,UNKNOWN,False,2,False,2,PAYMENT_LINK,24,0.3942074132008031,PAYMENT_LINK,48,0.33881577991691,NOT_RECOVERED
PAY_019726,620.05,UNKNOWN,False,2,True,1,PAYMENT_LINK,1,0.35185645691330864,,0,0.0,RECOVERED
PAY_019818,4333.1,UNKNOWN,False,2,True,1,PAYMENT_LINK,1,0.3860410196524399,,0,0.0,RECOVERED
PAY_003127,1285.3,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.6996605743063783,,0,0.0,RECOVERED
PAY_003369,652.58,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.7986531421678574,,0,0.0,RECOVERED
PAY_019645,507.69,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.7826310685769577,,0,0.0,RECOVERED
PAY_003913,5327.44,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,24,0.6799032499196502,,0,0.0,RECOVERED
PAY_002987,2087.43,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7820912612362353,,0,0.0,RECOVERED
PAY_008288,882.61,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.6086149602148256,,0,0.0,RECOVERED
PAY_015086,3883.38,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8194043374465094,,0,0.0,RECOVERED
PAY_000306,5140.5,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7941547211521788,,0,0.0,RECOVERED
PAY_014453,1224.86,UNKNOWN,False,2,True,1,PAYMENT_LINK,48,0.4915358494820628,,0,0.0,RECOVERED
PAY_016488,1264.62,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7607686858658588,,0,0.0,RECOVERED
PAY_008345,2031.38,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8179670783880217,,0,0.0,RECOVERED
PAY_014810,4110.15,UNKNOWN,False,2,False,1,PAYMENT_LINK,48,0.363431917777608,,0,0.0,STOP
PAY_018551,1985.5,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,1,0.7444415449021635,,0,0.0,RECOVERED
PAY_004488,4607.1,BANK_ERROR,True,1,False,2,SMART_RETRY,24,0.8169569979698937,SMART_RETRY,48,0.8056311020023067,NOT_RECOVERED
PAY_007862,4630.11,UNKNOWN,False,2,True,1,PAYMENT_LINK,6,0.3552145617277172,,0,0.0,RECOVERED
PAY_010178,1974.7,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6740482903887975,,0,0.0,RECOVERED
PAY_006774,566.33,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,24,0.7569619568709212,,0,0.0,RECOVERED
PAY_001952,1241.17,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,48,0.7460607878256263,,0,0.0,RECOVERED
PAY_009588,3923.8,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,1,0.7591828545415162,,0,0.0,RECOVERED
PAY_003825,5306.56,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,24,0.6883620575550603,,0,0.0,RECOVERED
PAY_017940,3019.81,MANDATE_FAILURE,False,2,False,2,PAYMENT_LINK,24,0.6049174074258038,PAYMENT_LINK,48,0.6271791141916448,NOT_RECOVERED
PAY_013810,563.27,MANDATE_FAILURE,False,2,False,2,PAYMENT_LINK,24,0.644880527464847,PAYMENT_LINK,48,0.606341571301662,NOT_RECOVERED
PAY_005969,2211.19,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6426889251050295,,0,0.0,RECOVERED
PAY_014641,2487.24,UNKNOWN,False,2,False,2,PAYMENT_LINK,24,0.38168369044975625,PAYMENT_LINK,48,0.29867102622549974,NOT_RECOVERED
PAY_002057,1454.8,INSUFFICIENT_FUNDS,True,2,False,1,NUDGE,48,0.7043823060872234,,0,0.0,STOP
PAY_002875,397.14,MANDATE_FAILURE,False,2,False,1,PAYMENT_LINK,48,0.6504683083148796,,0,0.0,STOP
PAY_015242,4963.53,UNKNOWN,False,2,True,1,NUDGE,1,0.38314308319837714,,0,0.0,RECOVERED
PAY_016760,4061.56,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,1,0.7598899534597494,,0,0.0,RECOVERED
PAY_012511,776.9,MANDATE_FAILURE,False,2,True,2,PAYMENT_LINK,24,0.6676977141417437,PAYMENT_LINK,48,0.6275384468210266,RECOVERED
PAY_000338,2250.94,UNKNOWN,False,2,True,1,PAYMENT_LINK,1,0.4001190859988206,,0,0.0,RECOVERED
PAY_002038,4186.23,BANK_ERROR,False,2,True,1,SMART_RETRY,1,0.82392297875455,,0,0.0,RECOVERED
PAY_017622,5120.34,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7177068771582644,,0,0.0,RECOVERED
PAY_012480,4141.28,UNKNOWN,False,2,True,1,PAYMENT_LINK,24,0.44108777765200025,,0,0.0,RECOVERED
PAY_008295,879.2,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,24,0.7352254106274981,,0,0.0,RECOVERED
PAY_017391,455.87,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,48,0.7622447222898577,,0,0.0,RECOVERED
PAY_003783,1880.48,UNKNOWN,False,2,False,1,PAYMENT_LINK,48,0.3494309387013918,,0,0.0,STOP
PAY_010827,4496.12,MANDATE_FAILURE,False,2,True,2,PAYMENT_LINK,1,0.6403482034676368,PAYMENT_LINK,24,0.610057045395129,RECOVERED
PAY_007271,609.93,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.5835386700848595,,0,0.0,RECOVERED
PAY_006622,5110.69,BANK_ERROR,False,2,True,1,SMART_RETRY,1,0.7663700601519982,,0,0.0,RECOVERED
PAY_008627,1286.33,BANK_ERROR,False,2,True,1,SMART_RETRY,1,0.8102853021918476,,0,0.0,RECOVERED
PAY_005712,4635.2,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8001631124851474,,0,0.0,RECOVERED
PAY_007177,2873.62,UNKNOWN,False,2,False,2,PAYMENT_LINK,24,0.37679919874908685,PAYMENT_LINK,48,0.3056352058852936,NOT_RECOVERED
PAY_008680,4983.03,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,6,0.594670872216016,,0,0.0,RECOVERED
PAY_014278,1530.89,UNKNOWN,False,2,True,1,PAYMENT_LINK,1,0.41665441931852526,,0,0.0,RECOVERED
PAY_015289,3251.03,UNKNOWN,False,2,True,1,PAYMENT_LINK,24,0.3602254707762477,,0,0.0,RECOVERED
PAY_019072,5356.73,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,1,0.7625930046379681,,0,0.0,RECOVERED
PAY_011415,2066.66,INSUFFICIENT_FUNDS,False,2,True,2,NUDGE,1,0.7270445118084179,NUDGE,24,0.6728505844850473,RECOVERED
PAY_002325,1487.0,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6977806351598299,,0,0.0,RECOVERED
PAY_016682,4267.46,UNKNOWN,False,2,False,2,PAYMENT_LINK,1,0.3702956216360909,PAYMENT_LINK,24,0.2711273344509627,NOT_RECOVERED
PAY_001195,1922.51,MANDATE_FAILURE,False,2,True,2,PAYMENT_LINK,1,0.6700550840805094,PAYMENT_LINK,24,0.6332615049652,RECOVERED
PAY_016028,850.66,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.659633447655381,,0,0.0,RECOVERED
PAY_015672,4305.03,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,1,0.727148358344206,,0,0.0,RECOVERED
PAY_006810,2282.73,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.7333496315405712,,0,0.0,RECOVERED
PAY_015397,5082.58,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6616225088565728,,0,0.0,RECOVERED
PAY_003528,5172.25,MANDATE_FAILURE,False,2,True,2,PAYMENT_LINK,1,0.6328409050700062,PAYMENT_LINK,48,0.5943206791105061,RECOVERED
PAY_010972,3650.47,BANK_ERROR,True,1,False,1,SMART_RETRY,48,0.8279689488897002,,0,0.0,STOP
PAY_006558,1792.89,UNKNOWN,True,1,True,2,PAYMENT_LINK,24,0.3815625581889554,PAYMENT_LINK,48,0.36256697896050644,RECOVERED
PAY_001944,933.97,BANK_ERROR,False,2,False,1,SMART_RETRY,48,0.8223774641822181,,0,0.0,STOP
PAY_016050,3547.86,UNKNOWN,False,2,True,1,PAYMENT_LINK,24,0.3082270543361521,,0,0.0,RECOVERED
PAY_001948,1201.37,UNKNOWN,False,2,False,2,PAYMENT_LINK,24,0.41658735769139604,PAYMENT_LINK,48,0.33097773324982754,NOT_RECOVERED
PAY_005269,3338.61,INSUFFICIENT_FUNDS,False,2,True,2,NUDGE,1,0.7489012670458535,NUDGE,24,0.6853573287732769,RECOVERED
PAY_002276,1836.33,UNKNOWN,False,2,False,2,NUDGE,6,0.3251351584190479,PAYMENT_LINK,48,0.27126603212451245,NOT_RECOVERED
PAY_013845,1798.8,MANDATE_FAILURE,False,2,False,2,PAYMENT_LINK,24,0.6154607772651559,PAYMENT_LINK,48,0.6305135483405756,NOT_RECOVERED
PAY_001704,2277.91,BANK_ERROR,True,1,True,1,SMART_RETRY,48,0.830895363732634,,0,0.0,RECOVERED
PAY_004483,4254.17,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,24,0.7315626995099745,,0,0.0,RECOVERED
PAY_014493,2554.9,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8432091197169943,,0,0.0,RECOVERED
PAY_013692,3488.18,INSUFFICIENT_FUNDS,True,2,True,2,NUDGE,24,0.7591170156552094,NUDGE,48,0.6868704855820945,RECOVERED
PAY_013007,4042.07,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8474147585574405,,0,0.0,RECOVERED
PAY_015768,897.97,BANK_ERROR,True,1,True,1,SMART_RETRY,48,0.8081223035379587,,0,0.0,RECOVERED
PAY_001528,3064.79,BANK_ERROR,False,2,True,1,SMART_RETRY,48,0.8015269952587001,,0,0.0,RECOVERED
PAY_001710,2794.6,UNKNOWN,False,2,True,2,SMART_RETRY,1,0.3678344212523067,SMART_RETRY,48,0.30764232510222234,RECOVERED
PAY_008623,1876.97,UNKNOWN,False,2,True,1,PAYMENT_LINK,48,0.31121083226558566,,0,0.0,RECOVERED
PAY_001762,4364.67,BANK_ERROR,False,2,True,1,SMART_RETRY,1,0.7890309265569487,,0,0.0,RECOVERED
PAY_014797,3851.16,BANK_ERROR,True,1,True,1,SMART_RETRY,24,0.8667330923882155,,0,0.0,RECOVERED
PAY_015674,5469.41,BANK_ERROR,False,2,True,1,SMART_RETRY,1,0.7277454743510511,,0,0.0,RECOVERED
PAY_001720,2620.91,BANK_ERROR,True,1,True,1,SMART_RETRY,48,0.8565220804737241,,0,0.0,RECOVERED
PAY_006070,1341.07,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7499401081871854,,0,0.0,RECOVERED
PAY_008216,1924.9,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.6701424453983535,,0,0.0,RECOVERED
PAY_005386,3192.78,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8285032330471392,,0,0.0,RECOVERED
PAY_004441,1378.11,UNKNOWN,False,2,False,2,PAYMENT_LINK,1,0.3784093751607982,PAYMENT_LINK,24,0.31540788417229754,NOT_RECOVERED
PAY_013298,454.69,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.6251746926341791,,0,0.0,RECOVERED
PAY_017861,3095.63,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,24,0.6996184886695849,,0,0.0,RECOVERED
PAY_015116,1071.43,UNKNOWN,False,2,False,1,PAYMENT_LINK,48,0.46225602987226105,,0,0.0,STOP
PAY_011502,900.9,BANK_ERROR,True,2,True,1,SMART_RETRY,24,0.8351891023901744,,0,0.0,RECOVERED
PAY_007866,4405.65,UNKNOWN,False,2,True,1,PAYMENT_LINK,6,0.3824645548426464,,0,0.0,RECOVERED
PAY_012400,2481.13,UNKNOWN,True,2,False,1,PAYMENT_LINK,48,0.4482734038205023,,0,0.0,STOP
PAY_007263,747.44,BANK_ERROR,False,2,True,2,SMART_RETRY,1,0.7475497571577918,SMART_RETRY,24,0.7284011681821921,RECOVERED
PAY_010684,4112.48,MANDATE_FAILURE,False,2,False,2,PAYMENT_LINK,1,0.661585156798246,PAYMENT_LINK,24,0.6501302482205814,NOT_RECOVERED
PAY_000107,5094.22,BANK_ERROR,False,2,True,1,SMART_RETRY,24,0.8178267839466211,,0,0.0,RECOVERED
PAY_010403,1331.72,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7055876144999605,,0,0.0,RECOVERED
PAY_004671,3828.77,MANDATE_FAILURE,False,2,True,2,PAYMENT_LINK,1,0.6962750722453123,PAYMENT_LINK,48,0.6474550945488246,RECOVERED
PAY_001731,4471.6,BANK_ERROR,True,1,True,2,SMART_RETRY,24,0.7882682772063316,SMART_RETRY,48,0.664025388699591,RECOVERED
PAY_010916,3308.69,UNKNOWN,False,2,True,1,PAYMENT_LINK,24,0.42019038859278757,,0,0.0,RECOVERED
PAY_005980,2196.88,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,48,0.7290246021809977,,0,0.0,RECOVERED
PAY_013168,3475.5,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,48,0.6689062732003819,,0,0.0,RECOVERED
PAY_013284,365.05,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,24,0.7452521489110329,,0,0.0,RECOVERED
PAY_011079,1247.53,UNKNOWN,False,2,True,2,PAYMENT_LINK,1,0.35370365996375625,PAYMENT_LINK,48,0.325022552500503,RECOVERED
PAY_004689,2858.43,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8275907284178264,,0,0.0,RECOVERED
PAY_006584,3024.68,BANK_ERROR,False,2,True,1,SMART_RETRY,48,0.7873123686562006,,0,0.0,RECOVERED
PAY_002666,2944.17,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,1,0.7669010528924101,,0,0.0,RECOVERED
PAY_000487,5116.97,MANDATE_FAILURE,False,2,False,2,PAYMENT_LINK,1,0.6915339275819448,PAYMENT_LINK,24,0.6175222395857737,NOT_RECOVERED
PAY_014703,452.01,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7300218166806186,,0,0.0,RECOVERED
PAY_017603,1206.54,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,48,0.6801510165398151,,0,0.0,RECOVERED
PAY_001539,4108.94,UNKNOWN,False,2,True,2,PAYMENT_LINK,1,0.3541400670620892,PAYMENT_LINK,24,0.32462857196217293,RECOVERED
PAY_002829,549.23,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,48,0.5905492342186396,,0,0.0,RECOVERED
PAY_014973,1083.08,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,1,0.7751841862054285,,0,0.0,RECOVERED
PAY_012016,5375.82,UNKNOWN,False,2,True,2,PAYMENT_LINK,12,0.42018044421641126,PAYMENT_LINK,24,0.26173078962295465,RECOVERED
PAY_002121,795.2,BANK_ERROR,True,1,True,1,SMART_RETRY,24,0.8307747655318911,,0,0.0,RECOVERED
PAY_006914,2971.36,MANDATE_FAILURE,True,1,True,1,PAYMENT_LINK,1,0.6596529324262259,,0,0.0,RECOVERED
PAY_012628,2256.52,BANK_ERROR,True,1,True,1,SMART_RETRY,24,0.7974160096418352,,0,0.0,RECOVERED
PAY_018361,5020.24,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,1,0.7666508779730471,,0,0.0,RECOVERED
PAY_005180,4622.13,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,1,0.7726011627778885,,0,0.0,RECOVERED
PAY_019930,1472.73,INSUFFICIENT_FUNDS,False,2,True,2,NUDGE,24,0.7302880653086328,NUDGE,48,0.6603954454007289,RECOVERED
PAY_004039,4553.82,BANK_ERROR,False,2,True,1,SMART_RETRY,1,0.8085451872539258,,0,0.0,RECOVERED
PAY_012159,530.22,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7562357253882156,,0,0.0,RECOVERED
PAY_019616,1639.3,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,48,0.7518464936928113,,0,0.0,RECOVERED
PAY_018257,4995.02,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6426255931768219,,0,0.0,RECOVERED
PAY_005418,2403.35,BANK_ERROR,False,2,False,1,SMART_RETRY,48,0.8564330826486364,,0,0.0,STOP
PAY_006841,2172.51,INSUFFICIENT_FUNDS,True,2,False,1,NUDGE,48,0.6852153209465497,,0,0.0,STOP
PAY_003189,3023.5,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,1,0.7323107040498374,,0,0.0,RECOVERED
PAY_009354,866.21,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,1,0.7504894068846089,,0,0.0,RECOVERED
PAY_010960,1386.59,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7589732814017438,,0,0.0,RECOVERED
PAY_001760,4132.52,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6739294809083831,,0,0.0,RECOVERED
PAY_002835,701.87,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7784613252988838,,0,0.0,RECOVERED
PAY_017454,478.07,BANK_ERROR,True,1,True,1,SMART_RETRY,48,0.7789414661691155,,0,0.0,RECOVERED
PAY_017627,4535.95,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,24,0.7249525102392441,,0,0.0,RECOVERED
PAY_018164,1422.57,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,48,0.7132248442861676,,0,0.0,RECOVERED
PAY_001635,1522.87,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,24,0.7163050585608306,,0,0.0,RECOVERED
PAY_012737,1639.96,MANDATE_FAILURE,True,1,True,2,PAYMENT_LINK,24,0.6874412997404855,PAYMENT_LINK,48,0.6447397241780501,RECOVERED
PAY_011242,395.49,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,48,0.6083612375322367,,0,0.0,RECOVERED
PAY_011509,921.45,MANDATE_FAILURE,False,2,True,2,PAYMENT_LINK,1,0.643159936434786,PAYMENT_LINK,48,0.620640192732759,RECOVERED
PAY_009777,3962.49,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.683313166281801,,0,0.0,RECOVERED
PAY_011728,4129.26,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.7173419658653285,,0,0.0,RECOVERED
PAY_017804,1748.2,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,1,0.7124788781736022,,0,0.0,RECOVERED
PAY_002781,1661.86,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,48,0.7361940774350917,,0,0.0,RECOVERED
PAY_002704,924.23,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,48,0.5904525614307269,,0,0.0,RECOVERED
PAY_005399,3622.3,BANK_ERROR,True,1,True,1,SMART_RETRY,24,0.8390034289989435,,0,0.0,RECOVERED
PAY_011104,4413.37,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,1,0.7436278290009577,,0,0.0,RECOVERED
PAY_012905,3810.45,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8311258907722759,,0,0.0,RECOVERED
PAY_006747,5438.97,MANDATE_FAILURE,True,1,True,1,PAYMENT_LINK,1,0.6857935787427533,,0,0.0,RECOVERED
PAY_012894,3511.7,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,1,0.734570544300526,,0,0.0,RECOVERED
PAY_015579,2049.36,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.6773202648918927,,0,0.0,RECOVERED
PAY_015436,505.27,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,1,0.7260809158143234,,0,0.0,RECOVERED
PAY_003816,721.04,BANK_ERROR,False,2,True,1,SMART_RETRY,24,0.812614767824571,,0,0.0,RECOVERED
PAY_018634,3994.81,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6406679815123459,,0,0.0,RECOVERED
PAY_005991,1943.59,UNKNOWN,True,1,True,2,PAYMENT_LINK,24,0.37749035256910135,PAYMENT_LINK,48,0.3269141007973597,RECOVERED
PAY_013282,410.3,BANK_ERROR,False,2,True,1,SMART_RETRY,1,0.810160985045441,,0,0.0,RECOVERED
PAY_018050,2126.14,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.680675324408352,,0,0.0,RECOVERED
PAY_007656,760.84,MANDATE_FAILURE,True,1,True,1,PAYMENT_LINK,1,0.6042325819247315,,0,0.0,RECOVERED
PAY_006606,4824.59,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7849999108015626,,0,0.0,RECOVERED
PAY_014036,2777.66,BANK_ERROR,True,1,True,1,SMART_RETRY,24,0.8214164256458037,,0,0.0,RECOVERED
PAY_018461,832.42,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,1,0.742529355290356,,0,0.0,RECOVERED
PAY_009120,986.98,INSUFFICIENT_FUNDS,False,2,True,2,NUDGE,1,0.7432334048210706,NUDGE,24,0.6200524792553433,RECOVERED
PAY_000971,861.24,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,24,0.7347570153881999,,0,0.0,RECOVERED
PAY_001939,3058.08,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.7841792573518576,,0,0.0,RECOVERED
PAY_006383,3545.56,INSUFFICIENT_FUNDS,True,1,True,1,NUDGE,48,0.7375066552364841,,0,0.0,RECOVERED
PAY_001736,3595.93,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.7146327211607444,,0,0.0,RECOVERED
PAY_016977,2558.79,UNKNOWN,False,2,True,2,PAYMENT_LINK,1,0.4755498831234773,PAYMENT_LINK,24,0.2810462206940474,RECOVERED
PAY_002006,2405.63,UNKNOWN,False,2,True,2,SMART_RETRY,1,0.32401746932827813,PAYMENT_LINK,48,0.2827248531945213,RECOVERED
PAY_000294,4802.39,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.839278210619515,,0,0.0,RECOVERED
PAY_019796,3020.38,BANK_ERROR,True,1,True,1,SMART_RETRY,24,0.8082213766075595,,0,0.0,RECOVERED
PAY_015898,4247.71,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8300700091872926,,0,0.0,RECOVERED
PAY_006413,4073.72,UNKNOWN,False,2,False,2,PAYMENT_LINK,24,0.371885420293101,PAYMENT_LINK,48,0.3155670966989615,NOT_RECOVERED
PAY_015069,822.38,BANK_ERROR,True,1,True,1,SMART_RETRY,1,0.8406605360750473,,0,0.0,RECOVERED
PAY_015893,3696.68,UNKNOWN,False,2,True,2,PAYMENT_LINK,1,0.3451181664537322,PAYMENT_LINK,48,0.29945134542927127,RECOVERED
PAY_000635,4802.12,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,1,0.7660334961438067,,0,0.0,RECOVERED
PAY_009305,1743.59,UNKNOWN,False,2,True,2,PAYMENT_LINK,1,0.3796550572307523,PAYMENT_LINK,12,0.3048231199127035,RECOVERED
PAY_001808,541.68,BANK_ERROR,True,1,True,1,SMART_RETRY,48,0.8277340674902401,,0,0.0,RECOVERED
PAY_006258,3488.46,INSUFFICIENT_FUNDS,True,2,True,1,NUDGE,48,0.7597253817560579,,0,0.0,RECOVERED
PAY_006830,3149.75,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.6633250939960595,,0,0.0,RECOVERED
PAY_003541,5224.09,MANDATE_FAILURE,False,2,False,2,PAYMENT_LINK,24,0.5908128741193504,PAYMENT_LINK,48,0.5806903490558486,NOT_RECOVERED
PAY_012258,4936.51,MANDATE_FAILURE,False,2,True,2,PAYMENT_LINK,1,0.6853995407824572,PAYMENT_LINK,48,0.6117449045603341,RECOVERED
PAY_014180,5387.97,UNKNOWN,False,2,True,1,PAYMENT_LINK,12,0.369649013941862,,0,0.0,RECOVERED
PAY_011881,2166.61,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.6671343888176073,,0,0.0,RECOVERED
PAY_010254,2539.5,UNKNOWN,False,2,True,1,PAYMENT_LINK,1,0.3323374545284058,,0,0.0,RECOVERED
PAY_019825,2935.42,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,48,0.7132369719924645,,0,0.0,RECOVERED
PAY_018103,2259.54,UNKNOWN,False,2,False,2,PAYMENT_LINK,24,0.40640220534059224,PAYMENT_LINK,48,0.3301602989621399,NOT_RECOVERED
PAY_010878,4540.45,MANDATE_FAILURE,True,1,True,1,PAYMENT_LINK,1,0.6660852627794362,,0,0.0,RECOVERED
PAY_008568,3272.21,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6743826957589556,,0,0.0,RECOVERED
PAY_005665,621.36,UNKNOWN,False,2,True,2,NUDGE,1,0.3263358261771942,NUDGE,48,0.3475337592668448,RECOVERED
PAY_014677,1186.65,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7013212306526136,,0,0.0,RECOVERED
PAY_005901,4278.53,UNKNOWN,False,2,True,1,PAYMENT_LINK,1,0.32281386727396383,,0,0.0,RECOVERED
PAY_011505,759.89,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,1,0.6256540586716176,,0,0.0,RECOVERED
PAY_016363,5011.5,UNKNOWN,False,2,True,1,PAYMENT_LINK,48,0.35561844245528385,,0,0.0,RECOVERED
PAY_014424,1766.13,MANDATE_FAILURE,False,2,True,1,PAYMENT_LINK,24,0.7202565633166729,,0,0.0,RECOVERED
PAY_007261,756.53,INSUFFICIENT_FUNDS,False,2,True,1,NUDGE,1,0.7135978550616242,,0,0.0,RECOVERED
PAY_004678,4374.6,BANK_ERROR,True,1,False,1,SMART_RETRY,48,0.7699913089223698,,0,0.0,STOP
