customer_id,avg_payment_amount,payment_frequency,preferred_method,preferred_payment_day,preferred_weekday,payment_day_variance,typical_payment_hour,successful_payments,failed_payments
CUST_00418,1955.23,weekly,WALLET,6,4,2,8,15,5
CUST_00419,2762.54,weekly,UPI,25,0,1,10,15,5
CUST_00420,4259.96,weekly,UPI,23,1,0,11,19,1
CUST_00421,2676.94,biweekly,UPI,20,5,2,17,15,5
CUST_00422,4589.93,monthly,WALLET,1,0,2,16,14,6
CUST_00423,2233.29,weekly,NETBANKING,18,2,0,16,17,3
CUST_00424,4121.84,monthly,WALLET,26,1,0,9,20,0
CUST_00425,2764.61,weekly,CARD,20,4,1,21,16,4
CUST_00426,1965.87,biweekly,UPI,12,3,1,17,20,0
CUST_00427,1443.08,monthly,CARD,10,5,0,18,16,4
CUST_00428,4960.87,monthly,UPI,3,3,1,14,17,3
CUST_00429,2897.7,weekly,UPI,23,1,0,15,16,4
CUST_00430,4273.05,monthly,NETBANKING,19,6,0,16,17,3
CUST_00431,4620.02,weekly,CARD,28,5,2,15,18,2
CUST_00432,1574.15,weekly,NETBANKING,18,4,2,8,15,5
CUST_00433,1142.97,biweekly,UPI,7,4,0,20,18,2
CUST_00434,4157.25,biweekly,UPI,10,1,2,11,15,5
CUST_00435,2963.47,biweekly,NETBANKING,13,6,2,10,18,2
CUST_00436,4015.34,monthly,UPI,17,5,1,8,18,2
CUST_00437,759.12,weekly,UPI,11,4,2,17,19,1
CUST_00438,2164.5,biweekly,UPI,21,2,1,15,19,1
CUST_00439,1372.25,monthly,WALLET,14,1,2,17,16,4
CUST_00440,3405.16,weekly,NETBANKING,26,1,2,9,18,2
CUST_00441,685.58,weekly,WALLET,23,6,2,10,17,3
CUST_00442,3776.38,biweekly,NETBANKING,4,0,0,12,18,2
CUST_00443,2390.26,biweekly,UPI,5,0,0,14,17,3
CUST_00444,2409.57,monthly,WALLET,4,0,0,13,15,5
CUST_00445,2904.83,monthly,NETBANKING,28,3,0,12,19,1
CUST_00446,2244.91,weekly,CARD,19,4,0,18,16,4
CUST_00447,2089.44,weekly,NETBANKING,10,2,1,10,19,1
CUST_00448,597.36,biweekly,NETBANKING,14,2,1,20,18,2
CUST_00449,661.53,biweekly,CARD,24,5,1,17,17,3
CUST_00450,3198.34,biweekly,UPI,5,2,0,14,15,5
CUST_00451,1861.42,monthly,WALLET,26,6,1,15,18,2
CUST_00452,1873.26,monthly,CARD,10,2,2,19,16,4
CUST_00453,1244.0,biweekly,CARD,13,2,1,19,17,3
CUST_00454,3566.3,biweekly,CARD,11,3,1,21,16,4
CUST_00455,3993.57,biweekly,UPI,19,1,2,16,17,3
CUST_00456,1145.66,monthly,UPI,24,3,2,11,19,1
CUST_00457,2360.74,biweekly,UPI,27,6,1,18,16,4
CUST_00458,2646.73,monthly,NETBANKING,8,2,2,10,17,3
CUST_00459,3661.61,biweekly,UPI,15,4,1,17,17,3
CUST_00460,2183.78,monthly,WALLET,18,0,1,19,16,4
CUST_00461,4508.86,monthly,UPI,4,6,0,18,17,3
CUST_00462,3424.06,weekly,UPI,19,5,2,18,20,0
CUST_00463,2178.2,biweekly,WALLET,4,0,0,12,17,3
CUST_00464,1343.41,monthly,CARD,15,2,1,15,16,4
CUST_00465,3930.01,monthly,CARD,12,0,1,9,15,5
CUST_00466,1688.53,weekly,UPI,27,5,0,13,17,3
CUST_00467,1765.88,biweekly,CARD,17,3,1,15,17,3
CUST_00468,758.83,monthly,WALLET,11,0,1,8,19,1
CUST_00469,4107.87,weekly,UPI,28,2,2,9,17,3
CUST_00470,3482.55,weekly,CARD,17,1,2,10,16,4
CUST_00471,1855.65,biweekly,WALLET,8,6,1,18,17,3
CUST_00472,1166.92,monthly,WALLET,13,0,2,17,17,3
CUST_00473,4450.56,biweekly,WALLET,13,0,2,11,17,3
CUST_00474,1267.19,monthly,UPI,19,0,2,10,15,5
CUST_00475,2019.23,weekly,WALLET,4,2,2,21,18,2
CUST_00476,2600.57,monthly,NETBANKING,20,3,2,14,17,3
CUST_00477,3058.92,biweekly,NETBANKING,28,3,2,10,17,3
CUST_00478,4124.57,monthly,NETBANKING,20,4,0,18,13,7
CUST_00479,929.55,weekly,CARD,10,0,0,13,17,3
CUST_00480,3559.15,monthly,WALLET,14,4,0,17,17,3
CUST_00481,2103.44,weekly,WALLET,21,4,2,18,19,1
CUST_00482,4674.27,weekly,CARD,16,2,0,10,18,2
CUST_00483,1778.53,biweekly,UPI,28,2,0,15,18,2
CUST_00484,941.71,biweekly,WALLET,14,5,1,14,18,2
CUST_00485,3637.67,biweekly,WALLET,6,0,2,8,18,2
CUST_00486,4040.64,weekly,NETBANKING,2,2,0,16,17,3
CUST_00487,1656.75,biweekly,WALLET,18,4,0,17,18,2
CUST_00488,836.77,monthly,NETBANKING,18,6,0,20,18,2
CUST_00489,3679.21,monthly,CARD,14,0,2,21,16,4
CUST_00490,3372.26,weekly,NETBANKING,28,0,1,12,18,2
CUST_00491,1938.31,weekly,WALLET,28,0,0,11,18,2
CUST_00492,4110.3,monthly,NETBANKING,28,5,2,18,20,0
CUST_00493,2312.39,monthly,CARD,26,1,0,20,18,2
CUST_00494,578.98,biweekly,NETBANKING,20,4,0,13,17,3
CUST_00495,4901.3,biweekly,NETBANKING,19,2,2,18,12,8
CUST_00496,4131.35,weekly,WALLET,2,2,2,10,19,1
CUST_00497,3596.7,weekly,CARD,5,5,1,21,18,2
CUST_00498,1463.51,monthly,WALLET,16,1,2,18,17,3
CUST_00499,1562.97,biweekly,WALLET,15,0,2,20,14,6
CUST_00500,4436.59,weekly,WALLET,17,5,1,19,16,4
CUST_00501,4700.78,biweekly,WALLET,16,2,2,8,15,5
CUST_00502,4383.87,monthly,UPI,24,3,2,18,18,2
CUST_00503,3577.26,weekly,WALLET,7,3,0,15,15,5
CUST_00504,1562.12,biweekly,NETBANKING,18,4,0,17,15,5
CUST_00505,4306.39,biweekly,UPI,2,0,2,20,18,2
CUST_00506,4232.5,weekly,UPI,28,1,1,15,18,2
CUST_00507,303.18,biweekly,CARD,23,1,2,12,18,2
CUST_00508,1047.19,biweekly,UPI,21,2,1,9,17,3
CUST_00509,2047.67,monthly,CARD,2,3,2,12,17,3
CUST_00510,3712.15,weekly,WALLET,21,0,2,9,18,2
CUST_00511,305.11,biweekly,UPI,5,4,0,16,15,5
CUST_00512,3495.92,weekly,UPI,23,2,0,21,15,5
CUST_00513,2284.88,weekly,WALLET,3,1,1,9,15,5
CUST_00514,3734.59,weekly,UPI,11,2,1,10,16,4
CUST_00515,2098.79,weekly,CARD,3,4,2,8,16,4
CUST_00516,3168.5,weekly,WALLET,12,5,0,18,15,5
CUST_00517,3816.86,biweekly,WALLET,28,1,0,9,19,1
CUST_00518,958.06,weekly,WALLET,12,3,1,20,19,1
CUST_00519,957.2,biweekly,UPI,8,4,2,17,17,3
CUST_00520,3689.54,biweekly,UPI,28,6,2,12,17,3
CUST_00521,1265.59,monthly,CARD,24,3,1,18,15,5
CUST_00522,556.47,weekly,WALLET,13,0,0,15,18,2
CUST_00523,3298.99,weekly,UPI,12,2,0,14,15,5
CUST_00524,4345.83,monthly,WALLET,12,4,2,10,17,3
CUST_00525,3884.81,weekly,UPI,19,0,0,12,16,4
CUST_00526,1313.99,weekly,WALLET,17,2,2,19,17,3
CUST_00527,2654.93,biweekly,WALLET,23,3,0,18,18,2
CUST_00528,2821.85,monthly,CARD,9,0,1,9,18,2
CUST_00529,2703.13,weekly,CARD,18,2,1,17,15,5
CUST_00530,3281.18,monthly,UPI,10,5,1,19,17,3
CUST_00531,4781.11,weekly,UPI,8,0,1,9,19,1
CUST_00532,2430.85,monthly,UPI,10,5,2,18,15,5
CUST_00533,3781.09,weekly,UPI,23,1,2,8,16,4
CUST_00534,1070.01,biweekly,NETBANKING,6,2,0,19,18,2
CUST_00535,3971.28,biweekly,UPI,25,0,1,20,15,5
CUST_00536,2317.83,monthly,UPI,9,5,2,18,17,3
CUST_00537,662.23,biweekly,NETBANKING,2,3,2,10,19,1
CUST_00538,2028.13,biweekly,UPI,19,5,2,9,19,1
CUST_00539,1373.5,monthly,UPI,2,6,0,11,17,3
CUST_00540,516.11,biweekly,WALLET,5,1,0,16,15,5
CUST_00541,4074.64,monthly,WALLET,8,2,0,14,17,3
CUST_00542,4604.52,biweekly,NETBANKING,27,0,2,13,12,8
CUST_00543,861.18,monthly,UPI,6,1,2,8,16,4
CUST_00544,4784.17,weekly,WALLET,28,2,1,13,16,4
CUST_00545,706.01,biweekly,UPI,12,1,1,17,15,5
CUST_00546,3987.18,monthly,CARD,15,2,2,15,17,3
CUST_00547,4989.6,weekly,CARD,5,0,1,8,18,2
CUST_00548,1395.09,biweekly,UPI,11,0,2,14,15,5
CUST_00549,4290.33,monthly,NETBANKING,4,1,2,11,15,5
CUST_00550,2273.13,weekly,CARD,23,2,0,8,18,2
CUST_00551,4629.99,monthly,WALLET,23,2,1,19,19,1
CUST_00552,699.04,weekly,CARD,21,6,1,9,18,2
CUST_00553,3081.91,weekly,WALLET,22,1,0,12,19,1
CUST_00554,1526.66,biweekly,WALLET,23,6,2,13,16,4
CUST_00555,1794.87,biweekly,CARD,3,1,0,20,18,2
CUST_00556,3919.69,weekly,CARD,4,1,1,15,19,1
CUST_00557,1775.96,weekly,NETBANKING,25,1,1,12,18,2
CUST_00558,2477.73,weekly,UPI,6,6,2,12,17,3
CUST_00559,4184.02,monthly,UPI,7,6,1,10,16,4
CUST_00560,728.7,weekly,NETBANKING,13,4,0,18,18,2
CUST_00561,1704.55,weekly,UPI,13,6,1,16,17,3
CUST_00562,3815.97,weekly,UPI,15,0,0,9,19,1
CUST_00563,356.2,weekly,CARD,7,6,1,13,17,3
CUST_00564,3525.54,monthly,UPI,19,4,1,21,14,6
CUST_00565,652.44,weekly,CARD,21,3,0,9,17,3
CUST_00566,4553.87,biweekly,UPI,2,3,0,10,14,6
CUST_00567,4643.42,biweekly,WALLET,16,0,1,18,18,2
CUST_00568,2305.32,biweekly,CARD,6,2,1,15,16,4
CUST_00569,4452.09,weekly,CARD,21,2,1,14,18,2
CUST_00570,4449.06,biweekly,UPI,3,2,1,10,15,5
CUST_00571,2270.4,monthly,CARD,21,6,2,20,16,4
CUST_00572,391.79,biweekly,NETBANKING,16,4,1,13,18,2
CUST_00573,4589.58,monthly,NETBANKING,13,2,0,8,16,4
CUST_00574,1798.72,weekly,UPI,26,6,1,8,18,2
CUST_00575,4100.67,biweekly,NETBANKING,25,4,0,10,14,6
CUST_00576,770.63,monthly,CARD,9,4,2,8,15,5
CUST_00577,3891.03,weekly,WALLET,12,6,0,10,19,1
CUST_00578,1411.79,biweekly,NETBANKING,19,0,2,19,14,6
CUST_00579,1952.91,monthly,CARD,19,1,1,16,18,2
CUST_00580,1752.55,biweekly,UPI,3,0,0,17,19,1
CUST_00581,1328.4,monthly,WALLET,1,2,2,11,17,3
CUST_00582,4090.29,biweekly,CARD,26,6,1,8,17,3
CUST_00583,402.99,monthly,CARD,25,0,2,21,19,1
CUST_00584,2014.98,weekly,NETBANKING,23,5,1,17,18,2
CUST_00585,774.85,biweekly,NETBANKING,5,1,2,14,15,5
CUST_00586,4021.66,biweekly,NETBANKING,6,5,2,19,17,3
CUST_00587,4481.12,monthly,NETBANKING,8,5,2,21,17,3
CUST_00588,1124.15,biweekly,NETBANKING,5,1,2,8,16,4
CUST_00589,4759.3,monthly,WALLET,28,6,2,8,18,2
CUST_00590,1155.78,biweekly,CARD,21,4,0,15,15,5
CUST_00591,961.02,monthly,UPI,8,2,1,10,17,3
CUST_00592,3290.08,weekly,NETBANKING,15,0,1,11,17,3
CUST_00593,1472.84,weekly,NETBANKING,9,6,0,19,17,3
CUST_00594,306.02,biweekly,WALLET,24,3,0,14,13,7
CUST_00595,2617.49,biweekly,NETBANKING,18,3,0,21,17,3
CUST_00596,2553.6,monthly,CARD,6,3,0,20,17,3
CUST_00597,4275.08,biweekly,UPI,11,2,0,9,17,3
CUST_00598,1906.5,biweekly,CARD,24,0,2,9,16,4
CUST_00599,1888.37,monthly,WALLET,23,0,1,18,17,3
CUST_00600,1075.49,biweekly,CARD,2,0,1,11,15,5
CUST_00601,4879.67,biweekly,NETBANKING,22,2,1,11,18,2
CUST_00602,750.8,biweekly,WALLET,5,0,1,8,13,7
CUST_00603,2309.75,biweekly,WALLET,7,0,0,11,18,2
CUST_00604,1102.91,biweekly,UPI,16,6,0,12,19,1
CUST_00605,3988.92,biweekly,WALLET,22,2,0,18,19,1
CUST_00606,2857.39,weekly,NETBANKING,13,2,0,15,17,3
CUST_00607,509.7,biweekly,WALLET,9,1,1,17,16,4
CUST_00608,589.71,monthly,UPI,3,5,1,20,17,3
CUST_00609,2844.81,monthly,CARD,18,0,1,21,17,3
CUST_00610,2756.14,monthly,WALLET,19,1,1,12,18,2
CUST_00611,671.09,monthly,UPI,17,4,2,20,18,2
CUST_00612,2985.98,monthly,CARD,4,6,1,10,19,1
CUST_00613,4760.59,weekly,CARD,26,1,0,8,16,4
CUST_00614,2289.86,monthly,WALLET,7,6,2,10,18,2
CUST_00615,4220.31,biweekly,NETBANKING,24,6,0,9,18,2
CUST_00616,2124.07,biweekly,NETBANKING,28,2,2,15,18,2
CUST_00617,4610.66,weekly,WALLET,4,3,0,10,19,1
CUST_00618,2962.99,monthly,UPI,4,4,0,20,19,1
CUST_00619,1644.64,monthly,NETBANKING,14,2,1,18,17,3
CUST_00620,2582.25,monthly,WALLET,2,1,1,14,17,3
CUST_00621,976.11,monthly,WALLET,2,3,1,19,18,2
CUST_00622,1416.62,monthly,WALLET,9,2,0,13,16,4
CUST_00623,4141.71,biweekly,NETBANKING,9,6,1,21,19,1
CUST_00624,3572.06,weekly,CARD,5,2,2,15,18,2
CUST_00625,3937.95,biweekly,NETBANKING,24,3,2,18,17,3
CUST_00626,719.65,biweekly,CARD,27,3,2,15,17,3
CUST_00627,3869.62,biweekly,UPI,17,6,0,9,18,2
CUST_00628,1762.28,monthly,WALLET,5,6,2,17,17,3
CUST_00629,436.06,weekly,CARD,27,0,0,8,19,1
CUST_00630,2445.31,biweekly,CARD,9,2,1,16,18,2
CUST_00631,2165.63,weekly,UPI,8,2,1,17,16,4
CUST_00632,2396.69,biweekly,NETBANKING,12,1,1,19,14,6
CUST_00633,4205.09,weekly,NETBANKING,1,3,0,10,15,5
CUST_00634,4312.96,weekly,CARD,21,1,2,11,18,2
CUST_00635,1564.69,biweekly,UPI,28,6,2,8,18,2
CUST_00636,2528.26,weekly,CARD,20,6,0,11,18,2
CUST_00637,1486.24,biweekly,NETBANKING,14,3,1,15,15,5
CUST_00638,1484.39,biweekly,NETBANKING,22,4,2,14,18,2
CUST_00639,3047.09,weekly,NETBANKING,18,5,2,17,17,3
CUST_00640,1628.58,monthly,UPI,16,0,1,12,17,3
CUST_00641,3310.8,biweekly,NETBANKING,21,5,2,12,17,3
CUST_00642,1185.29,monthly,CARD,2,6,2,14,18,2
CUST_00643,3404.49,monthly,CARD,24,0,2,15,15,5
CUST_00644,4988.1,biweekly,WALLET,13,3,2,8,18,2
CUST_00645,3040.21,monthly,CARD,11,5,2,11,16,4
CUST_00646,3525.7,monthly,WALLET,22,2,2,12,18,2
CUST_00647,4273.47,monthly,CARD,10,0,1,10,14,6
CUST_00648,3782.32,monthly,CARD,22,2,2,9,18,2
CUST_00649,1344.59,weekly,NETBANKING,14,6,1,13,17,3
CUST_00650,1524.63,biweekly,WALLET,28,0,1,8,19,1
CUST_00651,4372.05,monthly,UPI,16,1,2,9,16,4
CUST_00652,4377.24,biweekly,NETBANKING,14,0,0,10,20,0
CUST_00653,4964.03,biweekly,WALLET,19,3,0,13,16,4
CUST_00654,4353.25,weekly,UPI,16,2,2,10,19,1
CUST_00655,1773.05,weekly,UPI,15,2,0,20,17,3
CUST_00656,3935.65,monthly,CARD,16,6,0,10,18,2
CUST_00657,3188.05,monthly,WALLET,13,3,1,14,18,2
CUST_00658,321.94,monthly,CARD,24,2,0,13,17,3
CUST_00659,3857.18,monthly,CARD,1,5,0,18,15,5
CUST_00660,3747.94,weekly,NETBANKING,10,1,0,14,19,1
CUST_00661,2665.68,biweekly,CARD,3,6,0,12,18,2
CUST_00662,4757.78,biweekly,NETBANKING,14,5,0,13,16,4
CUST_00663,4981.85,biweekly,NETBANKING,25,1,0,20,17,3
CUST_00664,2195.94,weekly,CARD,24,1,0,19,17,3
CUST_00665,402.99,monthly,CARD,4,2,2,18,14,6
CUST_00666,4023.0,biweekly,NETBANKING,25,4,2,8,15,5
CUST_00667,3091.44,weekly,UPI,21,6,0,8,17,3
CUST_00668,3541.82,biweekly,WALLET,13,0,2,12,19,1
CUST_00669,2529.66,weekly,CARD,23,5,2,8,13,7
CUST_00670,1715.25,monthly,UPI,22,4,1,17,19,1
CUST_00671,3146.48,weekly,WALLET,27,0,2,19,17,3
CUST_00672,3203.18,biweekly,UPI,26,0,1,11,19,1
CUST_00673,3162.31,biweekly,CARD,12,5,1,12,18,2
CUST_00674,1053.76,monthly,WALLET,7,5,1,13,16,4
CUST_00675,1402.17,weekly,UPI,4,6,2,18,18,2
CUST_00676,2622.29,weekly,UPI,24,5,0,12,10,10
CUST_00677,3328.38,biweekly,NETBANKING,9,3,0,9,17,3
CUST_00678,4121.94,weekly,NETBANKING,12,6,2,13,17,3
CUST_00679,2302.18,weekly,UPI,28,6,0,8,19,1
CUST_00680,4304.39,monthly,CARD,11,2,1,17,17,3
CUST_00681,1561.05,monthly,UPI,12,6,1,10,19,1
CUST_00682,835.01,biweekly,WALLET,9,6,1,19,14,6
CUST_00683,4298.16,biweekly,CARD,4,1,2,19,16,4
CUST_00684,575.64,weekly,UPI,14,4,1,20,16,4
CUST_00685,2974.03,biweekly,CARD,20,3,1,17,17,3
CUST_00686,435.44,monthly,CARD,16,3,0,14,19,1
CUST_00687,2371.23,weekly,NETBANKING,21,2,0,19,19,1
CUST_00688,4381.16,monthly,CARD,22,6,1,16,18,2
CUST_00689,2758.58,monthly,UPI,14,5,2,11,17,3
CUST_00690,2565.07,monthly,WALLET,5,6,2,17,17,3
CUST_00691,556.46,monthly,CARD,17,6,1,21,16,4
CUST_00692,2630.42,weekly,UPI,25,3,1,11,17,3
CUST_00693,1855.21,biweekly,UPI,17,1,2,18,15,5
CUST_00694,2079.6,weekly,UPI,15,3,2,15,18,2
CUST_00695,713.69,biweekly,WALLET,11,0,1,19,17,3
CUST_00696,3370.85,weekly,WALLET,14,0,2,16,20,0
CUST_00697,300.8,weekly,NETBANKING,17,4,0,18,17,3
CUST_00698,3455.93,biweekly,NETBANKING,27,0,0,21,16,4
CUST_00699,2435.96,monthly,WALLET,23,5,1,19,17,3
CUST_00700,2426.9,weekly,CARD,1,2,1,21,16,4
CUST_00701,3278.21,biweekly,NETBANKING,23,0,0,10,17,3
CUST_00702,2614.38,monthly,WALLET,4,2,2,11,19,1
CUST_00703,1181.45,biweekly,CARD,15,6,0,19,18,2
CUST_00704,1888.29,biweekly,UPI,21,6,2,17,18,2
CUST_00705,879.13,biweekly,WALLET,22,4,2,10,18,2
CUST_00706,4830.12,weekly,UPI,18,3,2,15,18,2
CUST_00707,4644.54,weekly,CARD,24,6,0,9,18,2
CUST_00708,2120.81,monthly,NETBANKING,17,3,1,17,18,2
CUST_00709,4604.78,weekly,NETBANKING,13,2,1,15,18,2
CUST_00710,4082.55,weekly,WALLET,20,5,2,16,17,3
CUST_00711,1704.89,monthly,NETBANKING,23,5,2,18,15,5
CUST_00712,1321.51,weekly,NETBANKING,22,2,2,10,16,4
CUST_00713,4912.28,monthly,CARD,17,4,2,18,15,5
CUST_00714,1815.19,weekly,NETBANKING,18,3,2,17,15,5
CUST_00715,4730.57,monthly,WALLET,22,5,2,12,17,3
CUST_00716,4424.14,biweekly,UPI,17,0,0,14,16,4
CUST_00717,983.04,monthly,UPI,7,2,0,12,18,2
CUST_00718,3511.93,weekly,UPI,23,6,1,11,17,3
CUST_00719,3841.89,weekly,NETBANKING,27,3,0,17,19,1
CUST_00720,4379.77,monthly,CARD,24,5,2,14,16,4
CUST_00721,1416.7,monthly,NETBANKING,23,5,0,14,18,2
CUST_00722,2121.51,monthly,NETBANKING,18,0,0,19,17,3
CUST_00723,1481.3,monthly,WALLET,27,1,2,19,16,4
CUST_00724,3634.86,biweekly,CARD,25,5,0,12,16,4
CUST_00725,2409.43,monthly,UPI,6,1,2,16,15,5
CUST_00726,860.96,weekly,WALLET,9,4,1,10,17,3
CUST_00727,1056.37,biweekly,UPI,11,3,2,10,13,7
CUST_00728,487.72,biweekly,UPI,25,5,2,21,17,3
CUST_00729,3410.88,biweekly,NETBANKING,3,6,2,13,16,4
CUST_00730,2769.36,weekly,UPI,26,4,0,14,20,0
CUST_00731,2852.48,biweekly,UPI,12,1,0,18,18,2
CUST_00732,1859.85,biweekly,NETBANKING,7,6,2,16,14,6
CUST_00733,2531.83,monthly,UPI,4,5,1,15,14,6
CUST_00734,1429.64,monthly,CARD,2,5,1,14,18,2
CUST_00735,4604.88,weekly,WALLET,9,4,2,12,16,4
CUST_00736,416.12,monthly,NETBANKING,17,6,2,15,19,1
CUST_00737,2587.98,biweekly,CARD,11,4,0,9,19,1
CUST_00738,1086.76,monthly,UPI,21,0,0,18,19,1
CUST_00739,3258.72,weekly,WALLET,27,0,0,16,19,1
CUST_00740,4195.12,monthly,WALLET,21,6,0,19,17,3
CUST_00741,3524.4,weekly,WALLET,23,2,0,9,14,6
CUST_00742,644.27,weekly,NETBANKING,18,0,2,21,15,5
CUST_00743,1369.93,biweekly,WALLET,13,3,2,14,16,4
CUST_00744,2335.22,weekly,WALLET,22,0,2,8,15,5
CUST_00745,3314.69,monthly,UPI,25,5,2,8,19,1
CUST_00746,3594.15,weekly,NETBANKING,17,0,1,20,15,5
CUST_00747,3523.63,monthly,UPI,10,6,1,14,18,2
CUST_00748,2157.03,monthly,UPI,16,1,2,11,16,4
CUST_00749,940.99,biweekly,NETBANKING,21,1,1,18,17,3
CUST_00750,4468.8,monthly,NETBANKING,1,4,2,10,17,3
CUST_00751,879.21,weekly,WALLET,18,4,0,12,17,3
CUST_00752,1287.25,monthly,NETBANKING,7,3,2,21,18,2
CUST_00753,2709.0,weekly,CARD,8,4,1,11,18,2
CUST_00754,838.73,monthly,UPI,28,6,2,15,15,5
CUST_00755,3329.97,weekly,NETBANKING,22,0,1,9,16,4
CUST_00756,1227.86,monthly,WALLET,11,2,0,18,17,3
CUST_00757,3380.72,weekly,NETBANKING,20,0,0,13,18,2
CUST_00758,2583.55,biweekly,NETBANKING,23,4,0,17,13,7
CUST_00759,2964.25,biweekly,WALLET,6,0,1,11,17,3
CUST_00760,3992.6,monthly,WALLET,9,6,1,10,15,5
CUST_00761,3494.03,biweekly,WALLET,15,3,1,20,15,5
CUST_00762,1735.72,monthly,UPI,6,5,2,9,15,5
CUST_00763,4256.43,weekly,CARD,9,5,2,9,15,5
CUST_00764,3718.9,weekly,UPI,27,4,2,14,16,4
CUST_00765,3915.24,weekly,UPI,18,2,2,16,16,4
CUST_00766,2518.89,weekly,NETBANKING,13,1,2,19,15,5
CUST_00767,4328.67,weekly,WALLET,17,4,0,14,17,3
CUST_00768,2010.17,weekly,CARD,28,6,2,18,17,3
CUST_00769,1079.46,monthly,CARD,15,1,0,17,17,3
CUST_00770,4758.95,monthly,CARD,24,5,1,13,16,4
CUST_00771,489.97,biweekly,CARD,3,2,1,11,20,0
CUST_00772,501.2,weekly,NETBANKING,13,3,1,8,17,3
CUST_00773,487.55,monthly,NETBANKING,4,5,2,18,16,4
CUST_00774,4199.34,monthly,NETBANKING,19,4,2,10,17,3
CUST_00775,2070.3,biweekly,NETBANKING,19,5,0,16,19,1
CUST_00776,1482.46,weekly,WALLET,12,6,1,15,16,4
CUST_00777,4025.49,monthly,UPI,17,1,1,10,17,3
CUST_00778,1380.96,monthly,NETBANKING,7,1,0,10,18,2
CUST_00779,2002.45,monthly,UPI,22,1,1,20,15,5
CUST_00780,1852.06,weekly,WALLET,22,3,1,11,18,2
CUST_00781,3076.72,monthly,WALLET,1,1,0,10,18,2
CUST_00782,2995.39,weekly,CARD,21,4,0,17,17,3
CUST_00783,990.27,weekly,NETBANKING,6,4,1,17,19,1
CUST_00784,4855.45,monthly,UPI,24,5,2,21,13,7
CUST_00785,1632.24,weekly,CARD,15,4,1,21,14,6
CUST_00786,2563.84,weekly,WALLET,20,1,2,21,16,4
CUST_00787,3907.2,monthly,NETBANKING,6,5,2,13,19,1
CUST_00788,4635.05,monthly,UPI,8,3,1,10,16,4
CUST_00789,810.28,weekly,WALLET,27,1,2,9,18,2
CUST_00790,1133.88,monthly,UPI,26,4,2,20,16,4
CUST_00791,852.33,biweekly,CARD,20,4,0,20,18,2
CUST_00792,3489.23,biweekly,WALLET,12,6,0,19,17,3
CUST_00793,2790.14,weekly,WALLET,26,6,1,13,16,4
CUST_00794,3068.53,monthly,UPI,14,1,1,15,18,2
CUST_00795,3899.54,weekly,NETBANKING,20,4,1,12,16,4
CUST_00796,1188.4,monthly,UPI,19,4,0,16,16,4
CUST_00797,333.81,monthly,CARD,23,6,1,14,14,6
CUST_00798,2002.67,weekly,WALLET,21,4,1,12,13,7
CUST_00799,4318.39,biweekly,NETBANKING,20,2,2,14,18,2
CUST_00800,3848.37,biweekly,WALLET,6,2,2,16,17,3
CUST_00801,2573.67,biweekly,NETBANKING,25,5,1,19,19,1
CUST_00802,948.92,monthly,UPI,24,1,1,20,19,1
CUST_00803,3586.76,weekly,UPI,7,4,1,20,17,3
CUST_00804,1890.66,monthly,UPI,6,3,2,8,16,4
CUST_00805,4080.54,weekly,WALLET,20,3,0,9,16,4
CUST_00806,1536.53,biweekly,UPI,20,0,2,14,16,4
CUST_00807,4674.22,biweekly,NETBANKING,23,4,0,20,17,3
CUST_00808,4155.08,monthly,WALLET,15,0,0,21,15,5
CUST_00809,3387.36,monthly,NETBANKING,7,0,2,16,17,3
CUST_00810,2724.32,weekly,CARD,22,0,1,11,17,3
CUST_00811,3378.59,weekly,UPI,9,6,1,13,17,3
CUST_00812,3447.41,biweekly,CARD,17,0,2,19,16,4
CUST_00813,622.5,weekly,NETBANKING,24,6,2,17,18,2
CUST_00814,1936.05,biweekly,CARD,20,1,1,14,18,2
CUST_00815,3002.06,biweekly,CARD,14,4,0,16,19,1
CUST_00816,640.21,biweekly,NETBANKING,4,6,2,12,19,1
CUST_00817,4417.73,monthly,NETBANKING,23,3,1,17,19,1
CUST_00818,2573.06,weekly,NETBANKING,25,3,2,15,15,5
CUST_00819,4513.66,weekly,WALLET,4,2,0,14,18,2
CUST_00820,3278.21,weekly,CARD,26,2,1,13,15,5
CUST_00821,2727.57,weekly,NETBANKING,8,2,0,14,17,3
CUST_00822,3466.38,biweekly,UPI,18,1,1,13,17,3
CUST_00823,1961.63,monthly,NETBANKING,6,5,2,11,17,3
CUST_00824,2645.3,weekly,CARD,24,1,1,11,18,2
CUST_00825,1377.28,weekly,NETBANKING,5,6,0,9,16,4
CUST_00826,4624.88,monthly,WALLET,20,0,2,8,17,3
CUST_00827,4285.65,biweekly,NETBANKING,16,4,1,15,15,5
CUST_00828,1159.5,monthly,NETBANKING,13,1,2,10,17,3
CUST_00829,554.5,biweekly,WALLET,18,0,2,13,16,4
CUST_00830,2150.47,monthly,CARD,15,0,2,16,15,5
CUST_00831,2462.33,monthly,UPI,1,5,0,14,19,1
CUST_00832,3030.74,biweekly,NETBANKING,20,6,1,10,16,4
CUST_00833,2878.25,weekly,NETBANKING,16,4,1,13,16,4
CUST_00834,1164.39,biweekly,CARD,14,5,1,13,19,1
CUST_00835,4315.33,biweekly,WALLET,6,4,0,17,16,4
CUST_00836,3524.26,weekly,NETBANKING,26,1,2,14,18,2
