payment_id,amount,failure_reason,baseline_recovered,baseline_action,baseline_timing,baseline_attempts,recoup_recovered,recoup_action,recoup_timing,recoup_attempts
PAY_001948,1201.37,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_005269,3338.61,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
PAY_002276,1836.33,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_013845,1798.8,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_001704,2277.91,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_004483,4254.17,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,24,1
PAY_014493,2554.9,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,1
PAY_013692,3488.18,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,1
PAY_013007,4042.07,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,48,1
PAY_015768,897.97,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_001528,3064.79,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,24,1
PAY_001710,2794.6,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,24,1
PAY_008623,1876.97,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_001762,4364.67,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,1,1
PAY_014797,3851.16,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_015674,5469.41,BANK_ERROR,False,STOP,0,2,True,SMART_RETRY,24,1
PAY_001720,2620.91,BANK_ERROR,True,SMART_RETRY,1,1,False,SMART_RETRY,24,1
PAY_006070,1341.07,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,1
PAY_008216,1924.9,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_005386,3192.78,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_004441,1378.11,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_013298,454.69,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,24,1
PAY_017861,3095.63,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,48,1
PAY_015116,1071.43,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_011502,900.9,BANK_ERROR,True,SMART_RETRY,25,2,True,SMART_RETRY,48,1
PAY_007866,4405.65,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_012400,2481.13,UNKNOWN,True,SMART_RETRY,25,2,False,PAYMENT_LINK,1,1
PAY_007263,747.44,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,48,1
PAY_010684,4112.48,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_000107,5094.22,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,1,1
PAY_010403,1331.72,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
PAY_004671,3828.77,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_001731,4471.6,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,48,1
PAY_010916,3308.69,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,48,1
PAY_005980,2196.88,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
PAY_013168,3475.5,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_013284,365.05,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,24,1
PAY_011079,1247.53,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_004689,2858.43,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_006584,3024.68,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,1,1
PAY_002666,2944.17,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,48,1
PAY_000487,5116.97,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,24,1
PAY_014703,452.01,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,24,1
PAY_017603,1206.54,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,1
PAY_001539,4108.94,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_002829,549.23,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_014973,1083.08,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,1
PAY_012016,5375.82,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_002121,795.2,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_006914,2971.36,MANDATE_FAILURE,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_012628,2256.52,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_018361,5020.24,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,False,NUDGE,1,1
PAY_005180,4622.13,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,1
PAY_019930,1472.73,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
PAY_004039,4553.82,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,1,1
PAY_012159,530.22,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
PAY_019616,1639.3,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,24,1
PAY_018257,4995.02,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_005418,2403.35,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,1,1
PAY_006841,2172.51,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,False,NUDGE,1,1
PAY_003189,3023.5,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,1
PAY_009354,866.21,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,False,NUDGE,24,1
PAY_010960,1386.59,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,1
PAY_001760,4132.52,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_002835,701.87,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
PAY_017454,478.07,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_017627,4535.95,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,1
PAY_018164,1422.57,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,False,NUDGE,24,1
PAY_001635,1522.87,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,1
PAY_012737,1639.96,MANDATE_FAILURE,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_011242,395.49,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_011509,921.45,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_009777,3962.49,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,48,1
PAY_011728,4129.26,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,24,1
PAY_017804,1748.2,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,False,NUDGE,1,1
PAY_002781,1661.86,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
PAY_002704,924.23,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_005399,3622.3,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_011104,4413.37,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,1
PAY_012905,3810.45,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_006747,5438.97,MANDATE_FAILURE,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_012894,3511.7,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,1
PAY_015579,2049.36,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,1
PAY_015436,505.27,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,False,NUDGE,1,1
PAY_003816,721.04,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,1,1
PAY_018634,3994.81,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_005991,1943.59,UNKNOWN,True,SMART_RETRY,1,1,False,PAYMENT_LINK,48,1
PAY_013282,410.3,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,1,1
PAY_018050,2126.14,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_007656,760.84,MANDATE_FAILURE,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_006606,4824.59,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
PAY_014036,2777.66,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_018461,832.42,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,False,NUDGE,1,1
PAY_009120,986.98,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,24,1
PAY_000971,861.24,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,1
PAY_001939,3058.08,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_006383,3545.56,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,False,NUDGE,1,1
PAY_001736,3595.93,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_016977,2558.79,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_002006,2405.63,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_000294,4802.39,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_019796,3020.38,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_015898,4247.71,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_006413,4073.72,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_015069,822.38,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_015893,3696.68,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_000635,4802.12,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,1
PAY_009305,1743.59,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_001808,541.68,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_006258,3488.46,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,1
PAY_006830,3149.75,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_003541,5224.09,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_012258,4936.51,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_014180,5387.97,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_011881,2166.61,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_010254,2539.5,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_019825,2935.42,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,24,1
PAY_018103,2259.54,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_010878,4540.45,MANDATE_FAILURE,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_008568,3272.21,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_005665,621.36,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_014677,1186.65,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
PAY_005901,4278.53,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_011505,759.89,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,48,1
PAY_016363,5011.5,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_014424,1766.13,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_007261,756.53,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,24,1
PAY_004678,4374.6,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_014947,1880.64,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,48,1
PAY_012952,4319.28,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,False,NUDGE,48,1
PAY_017809,1909.96,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_003721,1454.85,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_003656,2749.7,UNKNOWN,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_014524,1137.06,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_001962,3479.17,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
PAY_013291,407.56,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,48,1
PAY_002427,1858.27,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_019576,3437.47,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,24,1
PAY_019217,5744.42,MANDATE_FAILURE,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_006684,584.56,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_001715,2387.92,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_006654,2592.26,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_008434,4242.39,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_010005,4248.02,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,1
PAY_003255,1687.98,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_000605,1464.15,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,1
PAY_013332,3623.0,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_008950,695.73,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_016139,5595.85,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_000046,648.04,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_014484,2266.89,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,1
PAY_014680,1546.45,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,1
PAY_004578,705.23,MANDATE_FAILURE,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_010264,3249.24,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_019521,4714.46,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
PAY_019842,3243.89,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,1
PAY_016434,3349.43,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_018859,1554.82,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,24,1
PAY_017263,3649.05,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_008264,1844.16,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,False,NUDGE,1,1
PAY_016851,2250.5,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,24,1
PAY_003111,4620.0,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_013842,1969.7,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_005056,4205.9,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,24,1
PAY_013642,4823.2,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,1,1
PAY_007239,4436.63,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_000145,2600.1,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
PAY_012364,1656.79,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,1,1
PAY_004502,5380.82,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_011811,1128.2,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_008130,3727.68,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_019996,2542.17,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
PAY_019744,3430.25,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_017290,2827.89,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_007332,316.14,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_014636,1609.2,UNKNOWN,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_018463,813.78,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_003358,2983.58,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_018421,1192.41,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_000389,886.74,MANDATE_FAILURE,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_015064,815.53,BANK_ERROR,True,SMART_RETRY,25,2,True,SMART_RETRY,24,1
PAY_006938,3481.96,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_014457,1354.34,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,48,1
PAY_012780,2976.97,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
PAY_016072,2141.33,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,24,1
PAY_010460,3842.37,MANDATE_FAILURE,True,SMART_RETRY,1,1,True,PAYMENT_LINK,1,1
PAY_010551,3229.67,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,24,1
PAY_001792,3653.53,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,24,1
PAY_016080,1678.73,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,24,1
PAY_011493,3335.62,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_018425,1173.52,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_004555,4294.43,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_016894,3712.35,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_004391,4489.7,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_003203,2814.43,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_001415,2853.29,UNKNOWN,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_002600,3578.22,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,1,1
PAY_013488,1269.09,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_013898,619.98,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_003998,4391.5,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_006119,1258.14,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,1
PAY_009993,3949.87,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,1
PAY_010882,682.45,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_015748,4483.27,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,24,1
PAY_011671,2329.98,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_015789,1087.43,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,1
PAY_007230,4941.81,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_014658,2044.28,MANDATE_FAILURE,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_015218,3341.96,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_006814,2408.98,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_019982,2318.66,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_007260,1100.23,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_004089,2978.47,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,1
PAY_012531,3642.55,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_017324,4308.21,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_010826,4399.86,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_013621,721.06,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_017718,3761.79,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_005930,3951.47,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_008639,1269.66,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,1
PAY_015325,4367.31,BANK_ERROR,False,STOP,0,2,False,SMART_RETRY,1,1
PAY_005886,2583.18,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_001893,3604.32,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,False,NUDGE,24,1
PAY_007372,1177.21,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,False,NUDGE,1,1
PAY_010921,5064.19,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_008674,4881.85,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_001017,1963.29,BANK_ERROR,True,SMART_RETRY,25,2,False,SMART_RETRY,1,1
PAY_006384,2991.47,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_001691,3590.13,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_008958,591.88,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,1
PAY_018547,2375.4,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_006132,5478.29,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,24,1
PAY_015146,3061.76,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_018663,2737.26,MANDATE_FAILURE,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_017274,4801.75,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_007427,4856.72,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,48,1
PAY_010411,1216.44,UNKNOWN,True,SMART_RETRY,25,2,False,PAYMENT_LINK,24,1
PAY_012626,2495.4,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_004632,1083.5,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,1
PAY_006781,2671.98,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
PAY_014544,415.09,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
PAY_004791,773.79,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_017117,480.04,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_016435,2995.48,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_002018,2452.01,UNKNOWN,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_017508,3795.88,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,True,NUDGE,1,1
PAY_018507,4090.5,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_018976,4586.35,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_007350,3236.67,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_018088,3629.96,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_005841,692.78,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_009813,2212.36,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_010207,359.08,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_004621,1593.49,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,1
PAY_010044,3165.45,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_017149,2851.49,MANDATE_FAILURE,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_012355,3547.71,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,1
PAY_019729,583.58,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_019682,4160.72,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,48,1
PAY_002890,981.04,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,24,1
PAY_006478,3956.92,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_002256,4208.65,UNKNOWN,False,STOP,0,2,True,PAYMENT_LINK,1,1
PAY_007980,2251.71,UNKNOWN,True,SMART_RETRY,1,1,False,PAYMENT_LINK,1,1
PAY_006362,3315.67,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_017855,4757.45,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_001399,3547.23,UNKNOWN,False,STOP,0,2,False,PAYMENT_LINK,24,1
PAY_001963,2689.61,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
PAY_019032,5515.18,INSUFFICIENT_FUNDS,False,STOP,0,2,True,NUDGE,1,1
PAY_005436,4314.95,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
PAY_015618,2762.45,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_009989,4885.1,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,False,NUDGE,1,1
PAY_016647,2428.61,INSUFFICIENT_FUNDS,True,SMART_RETRY,1,1,True,NUDGE,1,1
PAY_016921,3158.25,INSUFFICIENT_FUNDS,True,SMART_RETRY,25,2,False,NUDGE,1,1
PAY_008118,5098.84,INSUFFICIENT_FUNDS,False,STOP,0,2,False,NUDGE,1,1
PAY_015014,964.01,BANK_ERROR,True,SMART_RETRY,1,1,True,SMART_RETRY,1,1
PAY_002223,4189.45,MANDATE_FAILURE,False,STOP,0,2,False,PAYMENT_LINK,1,1
